AracID;DepoSeviyesi;DepoSıcaklığı;MotorYağBasıncı;MotorYağSeviyesi;Fren_ArkaSağ2;Fren_ArkaSol2;Fren_ArkaSol1;Fren_ÖnSağ;Fren_ÖnSol;Fren_ArkaSol3;Fren_ArkaSağ3;Fren_ArkaSağ1;YardımcıBasınç;Frenİkincil;FrenBirincil;KompresörDurumu;İçSıcaklık_Ön;İçSıcaklık_Arka;AraçHızı;RetarderTorkYüzdesi;YakıtTüketim;FrenPedalı;MotorYükYüzdesi;GazPedalı;TurboÇıkış;MotorTorkYüzdesi;SürücüTork;MotorHız;OrtamSıcaklığı;EgzozSıcaklığı;HavaGiriş;VitesSeçili;VitesAktif;DPF_Çıkış;ŞarjVolt;AküVolt;ŞanzımanYağ;SürüşModu;DepoSeviye;HavaGirişSıcaklığı;ToplamYakıt;OdoYüksek;YokuşKalkış;DurmaFren;MotorÇalışmaSüresi;ÖnAksAğırlığı;MotorAlarm;SoğutucuSıcaklığı;YakıtMotorSıcaklığı;MotorYağSıcaklığı;HavaDebisi;TurboTürbin;FrenAlarm;AksAlarm;SanzımanAlarm
Araç 2;;;0.022989;1.000000;;;;;;;;;0.000000;0.718310;0.718310;0.000000;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000929;0.000000;0.000000;0.000000;;0.143562;0.018868;;;0.032034;0.604478;0.604478;;0.000000;0.000000;;0.863098;0.754887;1.000000;1.000000;0.885101;1.000000;;;;;0.000000;;;;
Araç 1;0.646512;0.181818;0.827586;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.565022;0.224215;0.425000;0.000000;0.802817;0.816901;0.000000;0.520000;0.520000;0.511459;1.000000;0.000000;0.000000;0.000000;0.000000;0.767901;0.000000;0.000000;0.513373;0.645380;0.467987;0.113208;;1.000000;0.118522;0.925373;0.925373;0.757535;0.000000;0.975904;0.223666;0.943375;0.860092;0.000000;0.000000;0.956833;0.082087;;0.752941;0.203125;0.787981;;;;;
Araç 3;0.539535;0.272727;0.908046;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.795775;0.788732;0.000000;0.320000;0.320000;0.050044;1.000000;0.337838;0.000000;0.520000;0.684000;0.637988;0.416000;0.548077;0.499931;0.569293;0.426969;0.066038;;0.000000;0.138330;0.843284;0.843284;0.828533;1.000000;0.811245;0.316274;0.782337;0.811659;0.000000;0.000000;0.800232;0.236194;;0.811765;0.125000;0.764673;;;;;
Araç 2;0.241860;0.090909;0.758621;1.000000;0.899471;0.865385;0.842932;0.795918;0.846154;0.874439;0.896861;0.765000;0.000000;0.619718;0.640845;1.000000;0.200000;0.200000;0.000000;1.000000;0.064189;0.000000;0.300000;0.000000;0.613334;0.120000;0.000000;0.301879;0.565217;0.122028;0.018868;;;0.030238;0.888060;0.888060;0.183188;0.000000;1.000000;0.116978;0.863099;0.754887;0.000000;0.166667;0.885105;1.000000;;0.270588;0.125000;0.223814;0.787472;0.146868;;;
Araç 1;0.986047;0.204545;0.816092;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.551570;0.224215;0.425000;0.000000;0.830986;0.845070;0.000000;0.680000;0.680000;0.432625;1.000000;0.000000;0.000000;0.000000;0.000000;0.724025;0.000000;0.000000;0.506515;0.641304;0.527078;0.084906;;0.800000;0.154456;0.940299;0.940299;0.886135;0.000000;0.919679;0.277281;0.943446;0.860249;0.000000;0.000000;0.956913;0.156547;;0.905882;0.296875;0.844707;;;;;
Araç 3;0.502326;0.318182;0.839080;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.746479;0.746479;0.000000;0.560000;0.560000;0.911968;1.000000;0.000000;0.000000;0.000000;0.024000;0.738174;0.000000;0.000000;0.913455;0.617527;0.496058;0.235849;;1.000000;0.144878;0.791045;0.791045;0.864702;1.000000;0.570281;0.337937;0.782406;0.811798;0.000000;0.000000;0.800312;0.191638;;0.917647;0.250000;0.828419;;;;;
Araç 2;0.241860;0.250000;0.839080;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.874439;0.896861;0.765000;0.000000;0.859155;0.866197;0.000000;0.600000;0.600000;0.562178;1.000000;0.668919;0.000000;0.740000;0.832000;0.860940;0.544000;0.653846;0.661226;0.628397;0.691149;0.735849;;0.800000;0.149939;0.858209;0.858209;0.943068;1.000000;1.000000;0.245329;0.863158;0.754973;0.000000;0.000000;0.885185;0.259529;;0.894118;0.109375;0.828419;1.000000;0.840541;;;
Araç 1;0.986047;0.250000;0.586207;1.000000;0.613757;0.605769;0.387435;0.380952;0.379121;0.551570;0.224215;0.425000;0.000000;0.816901;0.830986;0.000000;0.800000;0.800000;0.000052;1.000000;0.052365;0.287037;0.230000;0.000000;0.669573;0.096000;0.000000;0.301468;0.630435;0.366853;0.047170;;0.000000;0.137913;0.940299;0.940299;0.866042;0.000000;0.863454;0.388302;0.943504;0.860375;0.000000;0.166667;0.956993;0.144172;;0.847059;0.281250;0.844707;;;;;
Araç 3;0.474419;0.386364;0.827586;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.760563;0.760563;0.000000;0.560000;0.560000;0.251728;1.000000;0.403716;0.000000;0.470000;0.580000;0.698156;0.296000;0.355769;0.823070;0.599864;0.440108;0.405660;;0.200000;0.146039;0.813433;0.813433;0.907569;1.000000;0.514056;0.351747;0.782476;0.811932;0.000000;0.000000;0.800392;0.235202;;0.858824;0.250000;0.777310;;;;;
Araç 2;0.176744;0.386364;0.770115;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.874439;0.896861;0.765000;0.000000;0.830986;0.830986;0.000000;0.680000;0.680000;0.110482;0.853659;0.000000;0.379630;0.000000;0.000000;0.687152;0.000000;0.000000;0.337951;0.634511;0.530924;0.056604;;0.200000;0.187197;0.917910;0.917910;0.914267;0.000000;0.935743;0.280802;0.863245;0.755114;0.000000;0.000000;0.885264;0.097746;;0.882353;0.187500;0.822241;0.577060;0.651130;;;
Araç 1;0.953488;0.318182;0.873563;1.000000;0.597884;0.605769;0.387435;0.380952;0.379121;0.551570;0.224215;0.425000;0.000000;0.732394;0.732394;0.000000;0.760000;0.760000;0.888375;1.000000;0.539696;0.000000;0.620000;1.000000;0.805202;0.384000;0.461538;0.896859;0.619565;0.451195;0.566038;;1.000000;0.149939;0.910448;0.910448;0.914267;0.000000;0.578313;0.417547;0.943577;0.860520;0.000000;0.000000;0.957072;0.084916;;0.964706;0.281250;0.850885;;;;;
Araç 3;0.451163;0.454545;0.862069;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.746479;0.746479;0.000000;0.560000;0.560000;0.338980;1.000000;0.924831;0.000000;0.960000;1.000000;0.779763;0.720000;0.942308;0.788781;0.514946;0.559892;0.877358;;0.400000;0.144643;0.843284;0.843284;0.927997;1.000000;0.445783;0.312754;0.782551;0.812089;0.000000;0.000000;0.800471;0.123553;;0.882353;0.281250;0.809604;;;;;
Araç 2;0.144186;0.522727;0.804598;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.874439;0.896861;0.765000;0.000000;0.859155;0.866197;0.000000;0.760000;0.760000;0.361950;0.780488;0.000000;0.166667;0.000000;0.000000;0.688295;0.000000;0.000000;0.422439;0.606658;0.530924;0.075472;;0.800000;0.180758;0.917910;0.917910;0.914267;0.000000;0.839357;0.309234;0.863324;0.755276;0.000000;0.000000;0.885344;0.097453;;0.917647;0.250000;0.841898;1.000000;0.652147;;;
Araç 1;0.953488;0.386364;0.827586;1.000000;0.597884;0.605769;0.387435;0.380952;0.379121;0.551570;0.224215;0.425000;0.000000;0.753521;0.753521;0.000000;0.640000;0.640000;0.911916;1.000000;0.862331;0.000000;0.960000;1.000000;0.971416;0.576000;0.692308;0.921547;0.617527;0.660386;1.000000;;1.000000;0.168913;0.895522;0.895522;0.875419;0.000000;0.514056;0.437585;0.943659;0.860678;0.000000;0.000000;0.957152;0.110609;;0.941176;0.296875;0.877001;;;;;
Araç 3;0.413953;0.522727;0.632184;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.725352;0.725352;0.000000;0.600000;0.600000;0.000052;1.000000;0.047297;0.648148;0.200000;0.000000;0.662284;0.080000;0.000000;0.302153;0.569293;0.417740;0.018868;;0.000000;0.139781;0.873134;0.873134;0.817816;1.000000;0.437751;0.390739;0.782624;0.812233;0.166667;0.166667;0.800551;0.131179;;0.882353;0.281250;0.805953;;;;;
Araç 2;0.139535;0.568182;0.839080;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.874439;0.896861;0.765000;0.000000;0.823944;0.830986;0.000000;0.800000;0.800000;0.263992;1.000000;0.844595;0.000000;0.970000;0.960000;0.773832;0.760000;0.913462;0.659992;0.665082;0.678844;0.556604;;0.400000;0.148488;0.820896;0.820896;0.909913;0.000000;0.582329;0.232331;0.863398;0.755438;0.000000;0.000000;0.885423;0.229869;;0.917647;0.281250;0.834878;1.000000;0.817784;;;
Araç 1;0.906977;0.454545;0.827586;1.000000;0.597884;0.605769;0.376963;0.380952;0.379121;0.551570;0.224215;0.425000;0.000000;0.725352;0.732394;0.000000;0.640000;0.640000;0.901730;1.000000;0.620777;0.000000;0.700000;0.696000;0.830070;0.432000;0.519231;0.908655;0.641304;0.447478;0.622642;;1.000000;0.128045;0.947761;0.947761;0.927997;0.000000;0.449799;0.402112;0.943746;0.860859;0.000000;0.000000;0.957231;0.245057;;0.952941;0.296875;0.844707;;;;;
Araç 3;0.390698;0.545455;0.873563;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.781690;0.781690;0.000000;0.600000;0.600000;0.291690;1.000000;0.032095;0.000000;0.040000;0.104000;0.726954;0.032000;0.038462;0.506515;0.619565;0.469846;0.075472;;0.600000;0.141341;0.910448;0.910448;0.874414;1.000000;0.417671;0.321419;0.782695;0.812398;0.000000;0.000000;0.800635;0.069940;;0.835294;0.312500;0.774502;;;;;
Araç 2;0.976744;0.090909;0.758621;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.874439;0.896861;0.765000;0.000000;0.647887;0.654930;1.000000;0.520000;0.520000;0.000000;1.000000;0.179899;0.000000;0.330000;0.424000;0.652208;0.200000;0.240385;0.452201;0.704484;0.224124;0.018868;;;0.088755;0.925373;0.925373;0.536839;0.000000;1.000000;0.368264;0.863420;0.755461;0.166667;0.000000;0.885455;0.216664;;0.729412;0.437500;0.638865;1.000000;0.270274;;;
Araç 1;0.902326;0.500000;0.816092;1.000000;0.597884;0.605769;0.376963;0.380952;0.379121;0.551570;0.224215;0.425000;0.000000;0.753521;0.760563;0.000000;0.680000;0.680000;0.620797;0.707317;0.000000;0.324074;0.000000;0.000000;0.758754;0.000000;0.000000;0.620902;0.630435;0.575466;0.084906;;1.000000;0.172504;0.962687;0.962687;0.907569;0.000000;0.369478;0.309234;0.943832;0.861031;0.000000;0.000000;0.957311;0.120398;;0.964706;0.359375;0.877001;;;;;
Araç 3;0.339535;0.590909;0.850575;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.767606;0.767606;0.000000;0.560000;0.560000;0.083147;1.000000;0.358953;0.000000;0.480000;0.776000;0.660426;0.376000;0.615385;0.586476;0.617527;0.530924;0.075472;;0.000000;0.163290;0.805970;0.805970;0.923644;1.000000;0.393574;0.412402;0.782782;0.812570;0.000000;0.000000;0.800714;0.225315;;0.894118;0.359375;0.803426;;;;;
Araç 1;0.869767;0.545455;0.574713;1.000000;0.597884;0.605769;0.376963;0.367347;0.379121;0.551570;0.224215;0.425000;0.000000;0.725352;0.746479;0.000000;0.720000;0.720000;0.000000;1.000000;0.054054;0.000000;0.250000;0.000000;0.689010;0.104000;0.000000;0.300507;0.654212;0.546305;0.056604;;0.000000;0.217617;0.895522;0.895522;0.920630;0.000000;0.385542;0.263471;0.943913;0.861185;0.166667;0.166667;0.957387;0.121276;;0.917647;0.343750;0.870823;;;;;
Araç 2;;;;;;;;;;;;;;;;;0.560000;0.560000;0.000000;1.000000;;0.000000;;;;;;;;;;;;;;;;0.000000;;;;;1.000000;1.000000;;1.000000;;;;;;;;;
Araç 1;0.869767;0.545455;0.758621;1.000000;0.597884;0.605769;0.376963;0.367347;0.379121;0.551570;0.210762;0.425000;0.000000;0.767606;0.781690;0.000000;0.560000;0.560000;0.000000;1.000000;0.054054;0.000000;0.230000;0.000000;0.667500;0.096000;0.000000;0.302016;0.704484;0.395373;0.037736;;;0.099893;0.895522;0.895522;0.534829;0.000000;0.991968;0.239913;0.943967;0.861278;0.000000;0.166667;0.957466;0.095405;;0.576471;0.218750;0.662174;;;;;
Araç 2;0.953488;0.340909;0.528736;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.865471;0.896861;0.765000;0.000000;0.816901;0.823944;0.000000;0.600000;0.600000;0.065011;1.000000;0.076858;0.574074;0.420000;0.000000;0.722167;0.184000;0.000000;0.249349;0.661005;0.670640;0.047170;;0.200000;0.206244;0.925373;0.925373;0.948426;0.000000;1.000000;0.317086;0.863587;0.755797;0.000000;0.000000;0.885611;0.131342;;0.952941;0.296875;0.850885;0.603206;0.820052;;;
Araç 2;;;;;;;;;;;;;;;;;;;0.000000;1.000000;;0.000000;;;;0.000000;0.000000;0.000000;;;;;;;;;;;;;;;1.000000;1.000000;;1.000000;;;;;;;;;
Araç 1;0.869767;0.136364;0.022989;0.976000;;;;;;;;;0.000000;0.309859;0.338028;0.000000;0.520000;0.520000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.093111;0.000000;0.000000;0.000000;0.675951;0.026405;0.028302;;;0.017359;0.477612;0.477612;;0.000000;0.947791;0.122935;0.943967;0.861278;1.000000;1.000000;0.957466;1.000000;;0.200000;0.296875;0.137321;;;;;
Araç 2;;;0.022989;1.000000;;;;;;;;;0.000000;0.450704;0.535211;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.001143;0.000000;0.000000;0.000000;;0.018650;0.009434;;;0.030238;0.537313;0.537313;;0.000000;0.000000;;0.863595;;1.000000;1.000000;0.885634;1.000000;;;;;0.000000;0.020724;;;
Araç 1;0.869767;0.181818;0.850575;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.425000;0.000000;0.760563;0.767606;0.000000;0.360000;0.360000;0.708933;1.000000;0.939189;0.000000;0.990000;1.000000;0.914678;0.768000;0.971154;0.717597;0.661005;0.849837;0.792453;;1.000000;0.295743;0.932836;0.932836;0.868051;1.000000;0.923695;0.261576;0.944036;0.861394;0.000000;0.000000;0.957546;0.292360;;0.905882;0.140625;0.857343;;;;;
Araç 2;0.953488;0.250000;0.885057;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.865471;0.896861;0.765000;0.000000;0.767606;0.781690;0.000000;0.480000;0.480000;0.504391;1.000000;0.967905;0.000000;1.000000;1.000000;0.822067;0.720000;0.903846;0.832533;0.654212;0.701404;0.726415;;0.600000;0.177330;0.843284;0.843284;0.957133;0.000000;1.000000;0.308421;0.863662;0.755922;0.000000;0.000000;0.885702;0.164320;;0.894118;0.281250;0.832070;1.000000;0.849613;;;
Araç 3;1.000000;0.136364;0.068966;1.000000;;;;;;;;;0.000000;0.450704;0.443662;0.000000;0.000000;0.000000;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000929;0.000000;0.000000;0.000000;0.965353;0.007755;0.018868;;;0.007020;0.447761;0.447761;;1.000000;0.979920;0.090983;0.782805;;1.000000;1.000000;0.800778;1.000000;;0.105882;0.171875;0.086212;;;;;
Araç 1;0.869767;0.272727;0.804598;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.415000;0.000000;0.732394;0.753521;0.000000;0.480000;0.480000;0.747389;1.000000;0.925676;0.000000;0.990000;1.000000;0.954266;0.752000;0.961538;0.752023;0.487092;0.662437;1.000000;;1.000000;0.150393;0.895522;0.895522;0.871400;1.000000;0.827309;0.340644;0.944123;0.861557;0.000000;0.000000;0.957625;0.076168;;0.964706;0.234375;0.864364;;;;;
Araç 2;0.906977;0.340909;0.678161;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.865471;0.896861;0.765000;0.000000;0.816901;0.816901;0.000000;0.560000;0.560000;0.172998;0.670732;0.000000;0.314815;0.000000;0.000000;0.677147;0.000000;0.000000;0.329447;0.661005;0.521310;0.018868;;0.200000;0.172450;0.895522;0.895522;0.906564;0.000000;1.000000;0.369077;0.863748;0.756089;0.000000;0.000000;0.885782;0.247268;;0.941176;0.312500;0.841898;0.498934;0.632126;;;
Araç 3;0.325581;0.340909;0.931034;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.655000;0.000000;0.753521;0.746479;0.000000;0.440000;0.440000;0.959154;1.000000;0.000000;0.000000;0.000000;0.088000;0.657710;0.000000;0.000000;0.967083;0.619565;0.402743;0.028302;;1.000000;0.272869;0.917910;0.917910;0.910918;1.000000;0.947791;0.153263;0.782829;0.812757;0.000000;0.000000;0.800798;0.102202;;0.905882;0.187500;0.789947;;;;;
Araç 1;0.837209;0.386364;0.816092;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.420000;0.000000;0.823944;0.830986;0.000000;0.520000;0.520000;0.631918;1.000000;0.000000;0.000000;0.000000;0.000000;0.825068;0.000000;0.000000;0.631463;0.719429;0.607063;0.150943;;1.000000;0.138149;0.947761;0.947761;0.896852;0.000000;0.554217;0.311942;0.944207;0.861731;0.000000;0.000000;0.957705;0.096966;;0.905882;0.281250;0.834878;;;;;
Araç 2;0.883721;0.386364;0.827586;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.865471;0.896861;0.765000;0.000000;0.845070;0.845070;0.000000;0.720000;0.720000;0.626358;0.939024;0.000000;0.083333;0.000000;0.000000;0.820923;0.000000;0.000000;0.629132;0.682745;0.721912;0.094340;;1.000000;0.186036;0.925373;0.925373;0.926993;0.000000;0.911647;0.257243;0.863828;0.756244;0.000000;0.000000;0.885861;0.116756;;0.976471;0.328125;0.844707;0.994771;0.876593;;;
Araç 3;0.320930;0.431818;0.597701;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.645000;0.000000;0.732394;0.732394;0.000000;0.800000;0.800000;0.000000;1.000000;0.054899;0.518519;0.250000;0.000000;0.664285;0.104000;0.000000;0.300096;0.665082;0.455041;0.037736;;0.000000;0.145350;0.820896;0.820896;0.937709;1.000000;0.875502;0.423775;0.782901;0.812907;0.166667;0.166667;0.800877;0.140302;;0.905882;0.281250;0.803426;;;;;
Araç 1;0.823256;0.454545;0.804598;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.415000;0.000000;0.746479;0.760563;0.000000;0.560000;0.560000;0.986125;0.914634;0.000000;0.101852;0.000000;0.000000;0.762613;0.000000;0.000000;0.998217;0.661005;0.438249;0.198113;;1.000000;0.154873;0.917910;0.917910;0.890489;0.000000;0.489960;0.395884;0.944288;0.861897;0.000000;0.000000;0.957785;0.088933;;0.894118;0.296875;0.860713;;;;;
Araç 3;0.251163;0.545455;0.873563;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.645000;0.000000;0.760563;0.760563;0.000000;0.680000;0.680000;0.520189;0.780488;0.000000;0.231481;0.000000;0.000000;0.695870;0.000000;0.000000;0.613770;0.661005;0.455041;0.056604;;0.800000;0.168278;0.895522;0.895522;0.945077;1.000000;0.566265;0.489575;0.782991;0.813062;0.000000;0.000000;0.800957;0.123195;;0.952941;0.296875;0.834878;;;;;
Araç 2;;;0.022989;1.000000;;;;;;;;;;;;;;;0.000000;1.000000;0.000000;0.000000;0.000000;0.000000;0.000500;0.000000;0.000000;0.000000;;0.156637;0.009434;;;0.096011;0.634328;0.634328;;1.000000;0.867470;;0.863882;0.756341;1.000000;1.000000;0.885913;1.000000;;;;;0.000000;0.190193;;;
Araç 1;0.795349;0.522727;0.804598;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.415000;0.000000;0.725352;0.746479;0.000000;0.680000;0.680000;0.862651;1.000000;0.755068;0.000000;0.840000;1.000000;0.952194;0.528000;0.634615;0.871211;0.726223;0.615266;0.886792;;1.000000;0.141686;0.873134;0.873134;0.953784;0.000000;0.445783;0.369077;0.944375;0.862074;0.000000;0.000000;0.957864;0.079891;;0.952941;0.343750;0.848357;;;;;
Araç 3;0.241860;0.659091;0.597701;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.645000;0.000000;0.753521;0.753521;0.000000;0.680000;0.680000;0.000883;1.000000;0.080236;0.379630;0.360000;0.000000;0.709804;0.152000;0.000000;0.310657;0.645380;0.552266;0.047170;;0.200000;0.166011;0.843284;0.843284;0.943068;0.000000;0.510040;0.365556;0.783079;0.813231;0.166667;0.000000;0.801037;0.108251;;0.905882;0.375000;0.834878;;;;;
Araç 2;0.846512;0.431818;0.850575;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.865471;0.896861;0.765000;0.000000;0.781690;0.795775;0.000000;0.600000;0.600000;0.391831;1.000000;0.862331;0.000000;0.990000;1.000000;0.807918;0.784000;0.990385;0.654643;0.554348;0.785490;0.726415;;0.600000;0.206987;0.843284;0.843284;0.927997;0.000000;0.566265;0.330896;0.863966;0.756500;0.000000;0.000000;0.885993;0.138172;;0.929412;0.359375;0.854535;1.000000;0.953703;;;
Araç 1;0.786047;0.568182;0.862069;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.415000;0.000000;0.816901;0.823944;0.000000;0.680000;0.680000;0.883490;1.000000;0.000000;0.000000;0.000000;0.000000;0.806060;0.000000;0.000000;0.883281;0.675951;0.579376;0.179245;;1.000000;0.172740;0.940299;0.940299;0.927997;0.000000;1.000000;0.319794;0.944448;0.862215;0.000000;0.000000;0.957936;0.110251;;0.964706;0.281250;0.873350;;;;;
Araç 3;0.176744;0.704545;0.885057;1.000000;0.724868;0.750000;0.591623;0.659864;0.642857;0.708520;0.650224;0.645000;0.000000;0.788732;0.788732;0.000000;0.760000;0.760000;0.698332;1.000000;0.897804;0.000000;0.990000;1.000000;0.954052;0.768000;0.971154;0.704979;0.671875;0.726014;0.915094;;1.000000;0.161077;0.813433;0.813433;0.964501;0.000000;0.457831;0.286759;0.783159;0.813391;0.000000;0.000000;0.801116;0.113585;;0.964706;0.390625;0.828419;;;;;
Araç 2;0.837209;0.500000;0.850575;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.865471;0.896861;0.765000;0.000000;0.830986;0.830986;0.000000;0.600000;0.600000;0.692512;1.000000;0.168074;0.000000;0.180000;0.392000;0.714378;0.176000;0.240385;0.696475;0.460598;0.594757;0.169811;;1.000000;0.182608;0.873134;0.873134;0.966510;0.000000;0.526104;0.348226;0.864051;0.756654;0.000000;0.000000;0.886072;0.129813;;0.952941;0.390625;0.850885;1.000000;0.721436;;;
Araç 1;0.762791;0.613636;0.850575;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.415000;0.000000;0.683099;0.690141;1.000000;0.640000;0.640000;0.105077;1.000000;0.496622;0.000000;0.640000;0.944000;0.690582;0.504000;0.903846;0.608010;0.710598;0.532782;0.207547;;0.000000;0.157939;0.850746;0.850746;0.932351;0.000000;0.935743;0.392635;0.944525;0.862374;0.000000;0.000000;0.958016;0.119487;;0.952941;0.328125;0.873350;;;;;
Araç 3;0.144186;0.727273;0.862069;1.000000;0.724868;0.740385;0.591623;0.659864;0.642857;0.708520;0.650224;0.645000;0.000000;0.725352;0.725352;0.000000;0.840000;0.840000;0.696305;1.000000;0.000000;0.000000;0.000000;0.000000;0.709804;0.000000;0.000000;0.694829;0.684783;0.404602;0.066038;;1.000000;0.151263;0.880597;0.880597;0.886135;1.000000;0.445783;0.434064;0.783241;0.813552;0.000000;0.000000;0.801196;0.265399;;0.858824;0.406250;0.796967;;;;;
Araç 2;0.795349;0.568182;0.816092;1.000000;0.899471;0.865385;0.832461;0.795918;0.846154;0.865471;0.896861;0.765000;0.000000;0.845070;0.859155;0.000000;0.640000;0.640000;0.835888;0.853659;0.000000;0.277778;0.000000;0.000000;0.881521;0.000000;0.000000;0.834728;0.710598;0.785490;0.188679;;1.000000;0.199205;0.932836;0.932836;0.946417;1.000000;0.477912;0.267804;0.864139;0.756814;0.000000;0.000000;0.886152;0.268164;;0.964706;0.390625;0.857343;1.000000;0.967232;;;
Araç 1;0.725581;0.659091;0.839080;1.000000;0.597884;0.596154;0.376963;0.367347;0.379121;0.551570;0.210762;0.415000;0.000000;0.753521;0.753521;0.000000;0.600000;0.600000;0.581874;1.000000;0.886824;0.000000;0.990000;1.000000;0.864656;0.776000;0.980769;0.694966;0.661005;0.656284;0.915094;;0.800000;0.171525;0.895522;0.895522;0.929002;1.000000;0.847390;0.313566;0.944614;0.862537;0.000000;0.000000;0.958095;0.110918;;0.952941;0.328125;0.879809;;;;;
